",",Notes,Year,Country,Director,Subtitles,Link 1,Link 1
My Neighbor Totoro,,1988,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=17mmoXF_R9IOeYfbHIts88OOLfMgfGupjWg,
Death of a Tea Master,,1989,Japan,Kei Kumai,yes,https://drive.google.com/open?id=1c0WIkwL68y3WHAp_o-QVcnw8hzySKkuJ5w,
Kiki's Delivery Service,,1989,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=10ANm2WViktoJ-yaHWQD1Sc8qYsl-9q5DgQ,
Dreams,,1990,Japan,Akira Kurosawa,yes,https://drive.google.com/open?id=1ziZivGTza_K11kQbEqU-1vD97BdNvMFUxw,
The Sting Of Death,,1990,Japan,Kôhei Oguri,no,https://drive.google.com/open?id=1vyuKSPjOeozVh42vxe6GCSQzRKxrBDolcQ,
Lessons from a Calf,,1991,Japan,Hirokazu Koreeda,yes,https://drive.google.com/file/d/14ebhg8q8vLf8dGSEvLU3XXE5AxvBmTGmzw/view,
My Sons,,1991,Japan,Yôji Yamada,no,https://drive.google.com/open?id=101hAZivczctG7kGvMNzD7r5P9ed2hR8Buw,
Only Yesterday,,1991,Japan,Isao Takahata,yes,https://drive.google.com/open?id=1rkDyI6jBrse5N0VNn0mS-HqMIQrj7iLb0Q,
Stray Dogs,,1991,Japan,Mamoru Oshii,no,https://drive.google.com/open?id=1ES04G3FrHtaFa3nr7T1T2nDCoDCARDPW_A,
Porco Rosso,,1992,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1E2UuZmXOULfavk10ilksiz7LTt9qljR2Gw,
The Gentle Art of Japanese Extortion,,1992,Japan,Juzo Itami,no,https://drive.google.com/open?id=1jOHY5xYWHdiU7EW5G9waiSeLHG-e03Lg8g,
Moving,,1993,Japan,Shinji Sômai,yes,https://drive.google.com/open?id=11Y4_kEJ8tjCShxkIY5L44Uz52WRvBbl86g,
Sonatine,,1993,Japan,Takeshi Kitano,yes,https://drive.google.com/open?id=15FjoGQpFGUV34Y9oGUpP_GHiFHL2jzMqkg,
A Dedicated Life,,1994,Japan,Kazuo Hara,no,https://drive.google.com/open?id=1EmLMVuPXdMVGsfUfbWCeQ5fbnUmT9rkRvg,
Pom Poko,,1994,Japan,Isao Takahata,yes,https://drive.google.com/open?id=1tgW61ZgXLsTf64jYhGbLF3uld0d1c0Ckjg,
Ghost in the Shell,,1995,Japan,Mamoru Oshii,yes,https://drive.google.com/open?id=10_1JfBzTGNZiBul-5VFKGLLMx-bUmMJZAw,
Maborosi,,1995,Japan,Hirokazu Koreeda,yes,https://drive.google.com/open?id=1EGxvY9iVNuwqKM8OlNrsqSYAdMdj0dPa2A,
On Your Mark,,1995,Japan,Hayao Miyazaki,no dialog,https://drive.google.com/open?id=1Jl9AUqiLAUIaSO4WDSpXBg4V7ZQy4035bw,
Kids Return,,1996,Japan,Takeshi Kitano,yes,https://drive.google.com/open?id=1FLHghNKBPEI3-tW3oBKBHK_KsUQ0fzdN8w,
Sleeping Man,,1996,Japan,Kôhei Oguri,no,https://drive.google.com/open?id=1_UjCiapsqQ6vYr-rFQgTk62kghcu2KPOoQ,
Without Memory,,1996,Japan,Hirokazu Koreeda,yes,https://drive.google.com/open?id=185R-iWNO5KGqHhhYwketdyNDYJCeBbF8hA,
An Obsession,,1997,Japan,Shinji Aoyama,no,https://drive.google.com/open?id=1wGpR8DeWZfeY1-okKaT1Bx-j_wDOJUg8HA,
Cure,,1997,Japan,Kiyoshi Kurosawa,yes,https://drive.google.com/open?id=1oMCSB5AfpVxwT1kw4M4INqQNoDPuVOaxZA,
Fireworks,,1997,Japan,Takeshi Kitano,yes,https://drive.google.com/open?id=1cd_K_bS7XvZhw-pTMEPcipBMInRenPKkHw,
Perfect Blue,,1997,Japan,Satoshi Kon,yes,https://drive.google.com/open?id=14W6bvLHDnYg4xMf5l6TFlNvt9D4hPFY69w,
Princess Mononoke,,1997,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1HpQ6FvwXaz3x41veSGTEHMg1LTxVV9rUFA,
Suzaku,,1997,Japan,Naomi Kawase,no,https://drive.google.com/open?id=1_A4hWr0SYrX7kpEbKgCPH8UUFA1Itwx92g,
The Eel,,1997,Japan,Shōhei Imamura,yes,https://drive.google.com/open?id=1-ypO-BPEtZYv7vu65UQ78T3CtCuT9G-fHQ,
Welcome Back Mr.McDonald,,1997,Japan,Koki Mitani,yes,https://drive.google.com/open?id=175hEER0Tpib3EDMW_9O-0CBKIDA9tOCzMA,
Woman in Witness Protection,,1997,Japan,Juzo Itami,no,https://drive.google.com/open?id=16-WYcjlwukh0tnrQsJby8inHn3d_3QVovQ,
After Life,,1998,Japan,Hirokazu Koreeda,yes,https://drive.google.com/file/d/1Vxr_Hz_fcL8WwNu79xvzo7gCWg0jw_tpyQ/view,
After the Rain,,1999,Japan,Takashi Koizumi,yes,https://drive.google.com/open?id=1YvuONmifGJhbm3jdiS1TgjNbqqEDkEVaYg,
Charisma,,1999,Japan,Kiyoshi Kurosawa,yes,https://drive.google.com/open?id=18K2RX4s1a6BJahphS0bdnMg9H-uFWR67Gw,
M/Other,,1999,Japan,Nobuhiro Suwa,no,https://drive.google.com/open?id=1hnqwgA-bsRjOZU4-E9gR8PGZHjYsGZU-xw,
My Neighbors the Yamadas,,1999,Japan,Isao Takahata,yes,https://drive.google.com/open?id=1ciceAS0-qKoQsjj5HN18YL3P-TFhFnJ6EA,
Devotion: A Film About Ogawa Productions,,2000,Japan,Shinsuke Ogawa,no,https://drive.google.com/file/d/0BzpziAHaQhY7S2lrclNEMnA0bkE/view,
Eureka,,2000,Japan,Shinji Aoyama,yes,https://drive.google.com/open?id=1EabeA3BrPAogcxTNvyBEop-RyAYtZz8I7w,https://drive.google.com/open?id=1FDU4sZuekZX5bUIIuLLMEaCO5uRsoREgMQ
Self and others,,2000,Japan,Makoto Satō,yes,https://drive.google.com/file/d/1wmNDImXo6fLPH4f4lfxfVsVK60K38-C_/view,
Japanese Devils,,2001,Japan,Minoru Matsui,no,https://drive.google.com/open?id=1F2vJTMqJE-LDiN4skkUJWU9cpPZ93xis7A,
Millennium Actress,,2001,Japan,Satoshi Kon,yes,https://drive.google.com/open?id=12MQxjYNuyQhZq3I0cDu8juOuVVk9BeNdyA,
Red Persimmons,,2001,Japan,Shinsuke Ogawa,no,https://drive.google.com/open?id=1aYO0meX54bo6mtQHzVqAUxGJL9q7x_xFWA,
Spirited Away,,2001,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1iHtbWOBJWi9ILCnwrsuAWoOiKT9DqVWINA,
Mike Yokohama A Forest with No Name,,2002,Japan,Shinji Aoyama,no,https://drive.google.com/open?id=1y36k3o6SlXARx6KULJ_qsfZPdwxXdhXxYw,
The Twilight Samurai,,2002,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1TyeQORibsLYm1DsmVkuoAhgGSIGPfzmCeg,
No One’s Ark,,2003,Japan,Nobuhiro Yamashita,no,https://drive.google.com/open?id=19p2mBW9EucBjCGFiiMZCmxuqZoQbIqlTTg,
Shara,,2003,Japan,Naomi Kawase,yes,https://drive.google.com/open?id=1wgp_rFyIMqrgApqOG_U6fOkdbGpqzkOVvA,
Tokyo Godfathers,,2003,Japan,Satoshi Kon,yes,https://drive.google.com/open?id=1G-BuI0ZsAFNlMZViiUEEEk1WfUTIATqI6g,
Howl's Moving Castle,,2004,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1kwMa33z01w331oBgdagFpvcoZ16Ge35tuQ,
Nobody Knows,,2004,Japan,Hirokazu Koreeda,yes,https://drive.google.com/file/d/1cjIaB8ZXd2KJTz7JzpI_C-bALDtaZF0EUg/view,
Swing Girls,,2004,Japan,Shinobu Yaguchi,no,https://drive.google.com/file/d/1Odb7JW3xcVOyvFP8VmVwFntgiKy1k6a6wA/view?hl=en,
The Hidden Blade,,2004,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=126fQInTdRz7U-j2OFo8M7DSYb0Vif2mi7g,
Yasuo Otsuka's Joy of Motion,,2004,Japan,Hayao Miyazaki,yes,https://drive.google.com/file/d/1gqyiq6Sf_Ulva6SIIZMXSjNuEihbNEkH/view,
Linda Linda Linda,,2005,Japan,Nobuhiro Yamashita,yes,https://drive.google.com/open?id=1RswhVXbOPVbV-d6ivaWHvJVLc_aEjnmR7g,
"My God, My God, Why Hast Thou Forsaken Me",,2005,Japan,Shinji Aoyama,no,https://drive.google.com/open?id=1LDpdt6j6jfvgMxZEWBZXayTm4ViV6WEiWQ,https://drive.google.com/open?id=1NNzIOLSv2N7HXzbeJ4QnK3oR90fcRmkYIQ
The Buried Forest,,2005,Japan,Kôhei Oguri,no,https://drive.google.com/open?id=1JRtuN-b5CpcIZJUwD-jC_jdnZK4DlFl7HQ,
The Many Faces of Chika,,2005,Japan,Kazuo Hara,no,https://drive.google.com/open?id=1p78TyVQAiknjQVBJlYRw6t-jkmOhtt9VYg,https://drive.google.com/open?id=1jsF-6L5KcpRAWpd5TLRotBB1Na1Y3uwieA
Who's Camus Anyway,,2005,Japan,Mitsuo Yanagimachi,no,https://drive.google.com/open?id=1EWYGbYuSEABGgS62qJh6pyeIrNqT_VylBw,https://drive.google.com/open?id=1inRF0zYitOHDYuBOltMV_x-HloRUE8VYig
Dear Pyongyang,,2006,Japan,Yang Yong-hi,no,https://drive.google.com/file/d/1dEDtiGyfInYoOTAp5436uxgup1cmw-BnAg/view,
Love and Honor,,2006,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1KTcoq49a5MGkZoIIYkjBmaO9wcwap5wRvQ,
Out of Place: Memories of Edward Said,,2006,Japan,Makoto Satō,no,https://drive.google.com/file/d/1XqEqff6BRcNFkoDCKBH7ch2wyC5uUBXSBg/view,
Paprika,,2006,Japan,Satoshi Kon,yes,https://drive.google.com/open?id=1AyFQngHzYsqLe8prqLsRfLfVK71LqOWVKw,
Retribution,,2006,Japan,Kiyoshi Kurosawa,yes,https://drive.google.com/open?id=1QcbIlFnD2hiJ0Z2x4TC1RHuTY5npoFu6cQ,
The Mourning Forest,,2007,Japan,Naomi Kawase,yes,https://drive.google.com/open?id=19m1i1Y_LQg3ZWnACI52aT89JNhoExKGmlg,https://drive.google.com/open?id=1CX98Z_OL9UBk0-4MrxzrNcXkWQQVsgNBng
The Rebirth,,2007,Japan,Masahiro Kobayashi,yes,https://drive.google.com/open?id=1VpqAXQsjW-ZBaF1Kin2nQWP5Tp0ZXGdU_w,
United Red Army,,2007,Japan,Kōji Wakamatsu,no,https://drive.google.com/file/d/1uLkY1-aIOtu5_OLn5yMf3P8C8OBiLetxxw/view,
Departures,,2008,Japan,Yojiro Takita,yes,https://drive.google.com/open?id=1-xmJLzYEzMidwLPWGUefjs-z_oDgMcEqSg,
Kabei: Our Mother,,2008,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1z-G4s7a2sHFQP6ISIsbhfZO0QrDr9N48Qg,
Kijû Yoshida: What Is a Filmmaker?,,2008,Japan,Yoshishige Yoshida,no,https://drive.google.com/file/d/1adOyJ3RwACWoJp5kYRImKZKvkZnllo2AxA/view,
Nanayo,,2008,Japan,Naomi Kawase,no,https://drive.google.com/open?id=1PbPD-nTudj_1mP0H-p6hjcn03md53qvnxQ,
Ponyo on the Cliff by the Sea,,2008,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1fO26sRMOnkRfjNtOCtmFvRmZcC9L51RbbQ,
Still Walking,,2008,Japan,Hirokazu Koreeda,yes,https://drive.google.com/open?id=151yJdBtWK_RSMuZtAYU9lQvJg7DK8ZuyEw,
Tokyo Sonata,,2008,Japan,Kiyoshi Kurosawa,yes,https://drive.google.com/open?id=1Ny2mItpwTi-4dZ5Mo7zH8h6AqBcPrPZhSQ,https://drive.google.com/open?id=14KrpbW4abantu86-tU-ti2mzDXz71FuiRQ
Sweet Bean,,2009,Japan,Naomi Kawase,no,https://drive.google.com/open?id=1UAyWbULQhoahjrhvRS_4BFwjJOpJRe5djA,
Hanezu,,2011,Japan,Naomi Kawase,yes,https://drive.google.com/open?id=1cf30LMRr3bAuQp5yipOf7DDIMmGljPvXsg,
Rent-a-Cat,,2012,Japan,Naoko Ogigami,no,https://drive.google.com/open?id=1gXkfIxRYZlEw8FPXKSoh9JTag9lMaClpWw,
Isao Takahata and His Tale of the Princess Kaguya,,2013,Japan,Isao Takahata,no,https://drive.google.com/open?id=16t4Z6syUw6TU8mSKL88OSbifbhcHld6mIA,
"Like Father, Like Son",,2013,Japan,Hirokazu Koreeda,yes,https://drive.google.com/open?id=1WozbcQtF_gqn9-VIVIIgtTWBjxFEqjR6DA,
The Tale of Iya,,2013,Japan,Tetsuichirô Tsuta,yes,https://drive.google.com/open?id=18AuRI7-Ar5YOFgkN7u1MKUPq88HcJh6klQ,
The Tale of the Princess Kaguya,,2013,Japan,Isao Takahata,yes,https://drive.google.com/open?id=1fC16j1NpJVhhbYzF_ifTbUnoxGUFsEQHZQ,
The Wind Rises,,2013,Japan,Hayao Miyazaki,yes,https://drive.google.com/open?id=1jvZaURSQSoKvGQV9xskpw0RO_gpejAYRXQ,
Tokyo Family,,2013,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=19H3qwgn3mCfEUUEbgmwAi8O9-flVoAEzSA,
Still the Water,,2014,Japan,Naomi Kawase,yes,https://drive.google.com/open?id=1D4IPEDnhkUbiycS1AfxndY5nV7FZNKBt3g,
The Little House,,2014,Japan,Yôji Yamada,yes,https://drive.google.com/open?id=1rq9LEnHLmM_n14cJhdvKoNm4heSPZ_5D5w,
koma,,2015,Japan,Naomi Kawase,yes,https://drive.google.com/open?id=163EhE2WAO2XhuyQyNhD-RBz4adEkIotF3A,
Our Little Sister,,2015,Japan,Hirokazu Koreeda,yes,https://drive.google.com/open?id=1trDKMYjXYgpOn2ugS3e8TCT-JUf00Z8xPQ,
Forever with You,,1958,Korea,Yu Hyun-mok,no,https://drive.google.com/open?id=10VPGxxILRBF0M2QqK7mfrAQbUV8et-mxgA,
The Housemaid,,1960,Korea,Kim Ki-young,yes,https://drive.google.com/open?id=1RkMZoK93B0ZI8GQZktp8CYIHPTnyoAIfIA,
Aimless Bullet,,1961,Korea,Yu Hyun-mok,no,https://drive.google.com/open?id=1gfJQ8W1Vr9dv7bk6T1hiblPUqhvi7m1vbw,
The Cinema on the Road,,1995,Korea,Jang Sun-woo,no,https://drive.google.com/open?id=19pPS1WzXXD4ALCvd4zpPGAyzdwXP9wagsg,
The Day A Pig Fell Into The Well,,1996,Korea,Hong Sang-soo,no,https://drive.google.com/open?id=1IBYynKgGI6a4jVwHaaEh2T0xsyI2egGOlg,
The Power Of Kangwon Province,,1998,Korea,Hong Sang-soo,yes,https://drive.google.com/open?id=1hPWYvg-5uBhVW9Qx7xfeqGbdW8leNaPFbw,
On the Occasion of Remembering the Turning Gate,,2002,Korea,Hong Sang-soo,no,https://drive.google.com/open?id=1osH54b4LTVju8TZoKfPcL6U0EoRLAkX7ow,
Secret Sunshine,,2007,Korea,Lee Chang dong,yes,https://drive.google.com/open?id=1OSVeflKxBgVO1ofFI5NfTTo74jefmkp32w,
Treeless Mountain ,,2008,Korea,So Yong Kim,yes,https://drive.google.com/file/d/1xnVshSho3zSFnVtwPYdmLwZDEgdfnNVP/view,
Pieta,,2012,Korea,Kim Ki-duk,yes,https://drive.google.com/open?id=1cUnAMB8d5XxEZrbd3iHlP8bQwkkrZ1Rw1g,
On the Beach at Night Alone ,,2016,Korea,Hong Sang-soo,yes,https://drive.google.com/open?id=1FEZr1cDI9Bs7MOANKujsAeu-rwBGv09F4g,
"Beirut, Oh Beirut",,1975,Lebanon,Maroun Bagdadi,arabic,https://drive.google.com/open?id=1b93hJq-0YqZEfD_uL0GUyfYCJJKPym8XEw,
Little Wars,,1982,Lebanon,Maroun Bagdadi,arabic,https://drive.google.com/open?id=1yWN9lolPSGP-CxiUIhAYtYWSZfrIEL1x7Q,
The Dream,,1988,Lebanon,Mohammad Malas,arabic,https://drive.google.com/open?id=1G5ui0crECrZSoqxNaumObbPAjCdrPLgitg,
Out of Life,,1991,Lebanon,Maroun Bagdadi,yes,https://drive.google.com/open?id=1RBCX9FNlfcPRAV7rMKzeDU-yET7FXZ7Ilw,
Guns of the Trees,,1961,Lithuania,Jonas Mekas,no,https://drive.google.com/open?id=1ide1uEeQOW5VbrvAFwYDe3BcMm63sITGPg,
Travel Songs,,1981,Lithuania,Jonas Mekas,no,https://drive.google.com/open?id=1tB0cOEXQLsMuDHTTHyycmgX_v9YZrtKgbw,
Three Days,,1991,Lithuania,Šarūnas Bartas,yes,https://drive.google.com/open?id=15I_WClSo_H8O0fVoh6e_kmJ5Oj7f79kxBQ,
Few of Us,,1996,Lithuania,Šarūnas Bartas,no dialog,https://drive.google.com/file/d/1CW4_7TJmHfZevynzzkLn6lNBZR9I-SeSAw/view,
The House,,1997,Lithuania,Šarūnas Bartas,yes,https://drive.google.com/open?id=1PMGATT-UQjgvHlZ_YXVCGgSvmYTgPy1fXg,
Before The Rain,,1994,Macedonia,Milčo Mančevski,yes,https://drive.google.com/open?id=11wpnMGFnGPNQrojYZudB5qX4anWp38RYcQ,
Life on Earth,,1998,Mauritania,Abderrahmane Sissako,yes,https://drive.google.com/open?id=1uF73421fIiro6sQ2TC3NtOvO4vd-udw2og,
Waiting for Happiness,,2002,Mauritania,Abderrahmane Sissako,yes,https://drive.google.com/open?id=1pnjyJIMjxvOdTo3h2HL1ttpC-cTRXGcN0w,
María Candelaria,,1944,Mexico,Emilio Fernández,no,https://drive.google.com/open?id=1ZJ5Aq2ACYv4KTrSIJJ14YJ6mZutvIY7ztg,
Japón,,2002,Mexico,Carlos Reygadas,yes,https://drive.google.com/open?id=1-RYINWI9g0YhW7EDIlRpvavfIVt6i5H9_Q,
Silent Light,,2007,Mexico,Carlos Reygadas,yes,https://drive.google.com/file/d/0B6bSHUx2TGPNT2lIYmhxclc0ejA/view,
The Story Of The Weeping Camel,,2003,Mongolia,Byambasuren Davaa,yes,https://drive.google.com/open?id=1ewdKZGFGRnxEvBPW-ue2Yi0F9P87LGfOGA,
The Cave of the Yellow Dog,,2005,Mongolia,Byambasuren Davaa,yes,https://drive.google.com/open?id=1D165YxnkI1N373XVnRkLhaCjPC4MNnmSaw,
Film,,Year,Nationality of Director,Director,Arabic subtitle,Link,Link 2
The Assault,,1986,Netherlands,Fons Rademakers,no,https://drive.google.com/open?id=1Ig1U682rjj2dusB7CTePHXgmN6WXQD6ziw,https://drive.google.com/open?id=1aG_hs-lJRDt8mxYxyU6h8vOttP_CWmW75g
The Northerners,,1992,Netherlands,Alex van Warmerdam,yes,https://drive.google.com/file/d/1w2Q_jngqNWlDlzeKOEKFfMnw8Y5fr6w1Xg/view,
Character,,1997,Netherlands,Mike van Diem,yes,https://drive.google.com/open?id=1Zs4nVj7kpXio6GfeHmos5_TA4MrikeHysA,
Vigil,,1984,New Zealand,Vincent Ward,no,https://drive.google.com/file/d/12xKIRv86UF5FR6Nyx34etXuEHYmup7GVXQ/view,
Reprise,,2006,Norway,Joachim Trier,yes,https://drive.google.com/file/d/1ICAOU9aL35IswVfwp4s15s4snM7j_W_tAw/view,
"Oslo, August 31",,2011,Norway,Joachim Trier,yes,https://drive.google.com/file/d/1OfGUJGP7xILOiC8DBAcqjjlf8vyGiKmYbw/view,
The Roof,,2006,Palestine,Kamal Aljafari,arabic,https://drive.google.com/open?id=17OrCWvNd7G54oj2cW7anaUzitDZD7_H9cQ,
Port of Memory,,2010,Palestine,Kamal Aljafari,arabic,https://drive.google.com/open?id=1TN-7CwHWx-lZS3WNgRht5avjA8HINIdCIw,
Recollection,,2015,Palestine,Kamal Aljafari,arabic,https://drive.google.com/open?id=1yeqdo4ttVvl7_LsvL8Ny-omk3Hin7wxrRg,
Metal and Melancholy,,1994,Peru,Heddy Honigmann,no,https://drive.google.com/open?id=1vz3in22_QTEmUKFwzqNG7rsBeSZ7HtFC3Q,
The Milk of Sorrow,,2009,Peru,Claudia Llosa,yes,https://drive.google.com/open?id=1M3WrRjA1w3bnnpGCovXGQ9l9QUFSLMXUEg,
Weighed But Found Wanting,,1974,Philippine,Lino Brocka,no,https://drive.google.com/open?id=1qB_OseYLT3-01NPudEYeDvH3tHie1I6ipw,
Miracle,,1982,Philippine,Ishmael Bernal,no,https://drive.google.com/open?id=1qd5gc6vxNy13UzF1CQCi3HcSupqnkzuRuA,
West Side Avenue E1,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=14jts6qiyKg7TTf10n0jjrr9QeUIfndYsCQ,
West Side Avenue E2,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1itsl9wUNfJ_wu5OWuIgT1XtFUGXh7-Zonw,
West Side Avenue E3,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1HVfjmlgbZ4JySxLfmBkUwapt9MkQRPTXvQ,
West Side Avenue E4,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=18IL7CThj9IYoLQ04Ywyw6GtC_WNgZeYRwQ,
West Side Avenue E5,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1vbx1K0VupMLJApGfamuVpim9QoAUtp-NTA,
West Side Avenue E6,,2001,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1br-Mauxkw_Iy2E8wanwzkI9o_g1I16t3Dw,
Evolution of a Filipino Family E1,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1Uvp1Lt_xI1fsS7ZAUVsil6m0IwpgvsO4kA,
Evolution of a Filipino Family E2,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1yw67lxBdZWk_NwvaY3rFpGgzBgFySlPGnw,
Evolution of a Filipino Family E3,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1VC64TQIYzyZaK2uKW-mcQI8qTZ_F6IQMAA,
Evolution of a Filipino Family E4,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1tZAA_nWPNqr-POOZvrp3PrZvHN7wxLR3gA,
Evolution of a Filipino Family E5,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1PZlYQs0dis5980veAE1ZMgiMCbRCoAPQhQ,
Evolution of a Filipino Family E6,,2004,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1qqg5X-e40bn1thyyJquSzyWHzxpazzC6vA,
Heremias Book One - The Legend of the Lizard Princess E1,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1ocrvgRiOewPkLHURYG77LeEtC0ClQylBsw,
Heremias Book One - The Legend of the Lizard Princess E10,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=19Fto_lusd5euE35nBSDuVlzPnQUk73XZXw,
Heremias Book One - The Legend of the Lizard Princess E2,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1clgiAdXlH2Q1AIq1TiscWaQxb2IsujbVqg,
Heremias Book One - The Legend of the Lizard Princess E3,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=11yUbtdli3cBqabU-oIDFguK5F9CZWdwoAw,
Heremias Book One - The Legend of the Lizard Princess E4,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1NqK3pDuAPBKKx_pz3T-Xfmdo3VEUhoLIVA,
Heremias Book One - The Legend of the Lizard Princess E5,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1jIQNOGhAtYhuHgcdUsj_ARnfNahQGEAIJA,
Heremias Book One - The Legend of the Lizard Princess E6,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1SEsURNdaIVx_JQ5XfedzSuy4pap4NtLXiQ,
Heremias Book One - The Legend of the Lizard Princess E7,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1t8QMWtKZ0KWLTPOnORR6SVlefnwtm3364w,
Heremias Book One - The Legend of the Lizard Princess E8,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1XmVEmp7Yg8cxM8SKxvdnpGGVnuxuI_igFg,
Heremias Book One - The Legend of the Lizard Princess E9,,2006,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1zYOmYj0x0J1toIDvE2wb7kHahBZRJaDt-Q,
Melancholia E1,,2008,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1BUYZjEaGyCDz3cb-N9mcenLn9Sx5kY5fRw,
Melancholia E2,,2008,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1fp2imXXpadydhQIgGXLMEOlFMqZwCzSbqA,
Melancholia E3,,2008,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1YAL9iDIPnZHmfOE12AkEAXHWV6IH0ENJ_g,
Melancholia E4,,2008,Philippine,Lav Diaz,no,https://drive.google.com/open?id=1yJmEgabWnh0GsWOIYpxxLcF-bFtvRAYbyA,
Century of Birthing,,2011,Philippine,Lav Diaz,no,https://drive.google.com/file/d/1ZlTJatMzCjIF09J1BTd6RqvVmHJo0zl_gA/view,
"Norte, the End of History",,2013,Philippine,Lav Diaz,yes,https://drive.google.com/file/d/1pOVKpzagiCmV2rPFCrwuSWykP_Ki5OTxPw/view,
The Woman Who Left,,2017,Philippine,Lav Diaz,yes,https://drive.google.com/open?id=1ae6Jioyeix4qoY3kZ2Ua7aYy967-t6lEQw,
Petla,,1957,Poland,Wojciech Has,yes,https://drive.google.com/open?id=17pyOLG6MIom0l2fi86nkYyfz2OLqWDLdOQ,
Passenger,,1963,Poland,Andrzej Munk,yes,https://drive.google.com/open?id=1lZv5b7h0K7F3wsqTp1ovgmsdI7sNWirohw,
The Saragossa Manuscript,,1965,Poland,Wojciech Has,yes,https://drive.google.com/open?id=1oBKBDjF2u-NWtNbcpM4prhWQboAbOxymaA,
From the City of Lodz,,1969,Poland,Krzysztof Kieślowski,no,https://drive.google.com/open?id=147zIGrngEML0HPQefGbwqT9xgFy05lK3Lg,
Before the Rally,,1971,Poland,Krzysztof Kieślowski,no,https://drive.google.com/open?id=1TtlGoM4GWdYv1fQRaeC9IU3sY68hQ-z1Rg,
Factory,,1971,Poland,Krzysztof Kieślowski,no,https://drive.google.com/open?id=1okBwMTtVUPgtG7t4rqSbDrZSNMsP-h7xOw,
I Was a Soldier,,1971,Poland,Krzysztof Kieślowski,no,https://drive.google.com/open?id=140mMu1hDvKFJCsvWo6zril8IlJsRS7fnaw,
Third Part of the Night,,1971,Poland,Andrzej Żuławski,yes,https://drive.google.com/open?id=1hpHMYvCwnGcsZyQOaeyb0k3Bf0xDcvLOug,
The Devil,,1972,Poland,Andrzej Żuławski,yes,https://drive.google.com/open?id=1wh9cQnN-xrCqYfubDwbawQ0Zqiy31RbcRQ,
Camera Buff,,1979,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=19xmKjVjuhMZOfzbXJsEiBTQ88r0sxYsXhQ,
Man of Iron,,1981,Poland,Andrzej Wajda,yes,https://drive.google.com/open?id=1FImxkb11L_ebU4-6ToTihMNLhnsYZitVzQ,
Possession,,1981,Poland,Andrzej Żuławski,yes,https://drive.google.com/open?id=1S3a-iEysiuWemdAZbecCtlTgAS0yOoDDZA,
A Year of the Quiet Sun,,1984,Poland,Krzysztof Zanussi,no,https://drive.google.com/open?id=19--QgcZWr34RfF9Ed0TwJCnvpEWqjrk2dQ,
No End,,1985,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1JOvw2Jo9ZqHTRD4FVkpi8Zo8x-cur4bOfQ,https://drive.google.com/open?id=1APRkCNvuCldgIc1zPFjRy41Na_nWsgl8dQ
Blind Chance,,1987,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1UaQdV9viONK5jllAKwcV4hwzFZ5PS5nYRA,
